
   DEPT[M]  ROLL_(ATV)  TILT_(ATV)  AZIMUTH_(A
     21.5669     244.133     38.7667     358.467
     21.5769     244.100     38.8000     358.400
     21.5869     244.150     38.7500     358.550
     21.5969     244.200     38.7000     358.700
     21.6069     244.167     38.6667     358.700
     21.6169     244.133     38.6333     358.700
     21.6269     244.100     38.6000     358.700
     21.6369     244.000     38.7500     358.750
     21.6469     243.900     38.9000     358.800
     21.6569     243.633     38.9333     358.767
     21.6669     243.367     38.9667     358.733
     21.6769     243.100     39.0000     358.700
     21.6869     242.833     39.0000     358.667
     21.6969     242.567     39.0000     358.633
     21.7069     242.300     39.0000     358.600
     21.7169     242.233     38.8333     358.700
     21.7269     242.167     38.6667     358.800
     21.7369     242.100     38.5000     358.900
     21.7469     241.950     38.7000     358.900
     21.7569     241.800     38.9000     358.900
     21.7669     241.767     38.8667     358.867
     21.7769     241.733     38.8333     358.833
     21.7869     241.700     38.8000     358.800
     21.7969     241.750     38.9000     358.800
     21.8069     241.800     39.0000     358.800
     21.8169     241.867     39.0000     358.867
     21.8269     241.933     39.0000     358.933
     21.8369     242.000     39.0000     359.000
     21.8469     241.867     38.9333     358.967
     21.8569     241.733     38.8667     358.933
     21.8669     241.600     38.8000     358.900
     21.8769     241.500     38.9000     358.750
     21.8869     241.400     39.0000     358.600
     21.8969     241.567     39.0000     358.800
     21.9069     241.733     39.0000     359.000
     21.9169     241.900     39.0000     359.200
     21.9269     241.550     39.0000     359.100
     21.9369     241.200     39.0000     359.000
     21.9469     240.867     38.9000     359.033
     21.9569     240.533     38.8000     359.067
     21.9669     240.200     38.7000     359.100
     21.9769     240.133     38.7000     359.067
     21.9869     240.067     38.7000     359.033
     21.9969     240.000     38.7000     359.000
     22.0069     239.800     38.7000     358.950
     22.0169     239.600     38.7000     358.900
     22.0269     239.600     38.6667     359.033
     22.0369     239.600     38.6333     359.167
     22.0469     239.600     38.6000     359.300
     22.0569     239.767     38.6667     359.167
     22.0669     239.933     38.7333     359.033
     22.0769     240.100     38.8000     358.900
     22.0869     240.450     38.6000     359.000
     22.0969     240.800     38.4000     359.100
     22.1069     240.767     38.5000     359.167
     22.1169     240.733     38.6000     359.233
     22.1269     240.700     38.7000     359.300
     22.1369     240.450     38.6000     359.200
     22.1469     240.200     38.5000     359.100
     22.1569     239.933     38.4667     359.100
     22.1669     239.667     38.4333     359.100
     22.1769     239.400     38.4000     359.100
     22.1869     239.067     38.4333     359.000
     22.1969     238.733     38.4667     358.900
     22.2069     238.400     38.5000     358.800
     22.2169     238.600     38.6000     358.850
     22.2269     238.800     38.7000     358.900
     22.2369     239.233     38.7667     359.000
     22.2469     239.667     38.8333     359.100
     22.2569     240.100     38.9000     359.200
     22.2669     240.150     38.8000     359.050
     22.2769     240.200     38.7000     358.900
     22.2869     240.200     38.7000     358.867
     22.2969     240.200     38.7000     358.833
     22.3069     240.200     38.7000     358.800
     22.3169     240.200     38.7000     358.867
     22.3269     240.200     38.7000     358.933
     22.3369     240.200     38.7000     359.000
     22.3469     240.050     38.7000     358.900
     22.3569     239.900     38.7000     358.800
     22.3669     239.867     38.6667     358.867
     22.3769     239.833     38.6333     358.933
     22.3869     239.800     38.6000     359.000
     22.3969     239.700     38.6500     358.850
     22.4069     239.600     38.7000     358.700
     22.4169     239.667     38.7000     358.733
     22.4269     239.733     38.7000     358.767
     22.4369     239.800     38.7000     358.800
     22.4469     240.100     38.6500     358.950
     22.4569     240.400     38.6000     359.100
     22.4669     240.433     38.6000     359.033
     22.4769     240.467     38.6000     358.967
     22.4869     240.500     38.6000     358.900
     22.4969     240.500     38.6667     359.000
     22.5069     240.500     38.7333     359.100
     22.5169     240.500     38.8000     359.200
     22.5269     240.450     38.7500     359.050
     22.5369     240.400     38.7000     358.900
     22.5469     240.567     38.7000     358.900
     22.5569     240.733     38.7000     358.900
     22.5669     240.900     38.7000     358.900
     22.5769     240.950     38.7500     358.950
     22.5869     241.000     38.8000     359.000
     22.5969     240.967     38.7667     358.933
     22.6069     240.933     38.7333     358.867
     22.6169     240.900     38.7000     358.800
     22.6269     241.200     38.6667     358.833
     22.6369     241.500     38.6333     358.867
     22.6469     241.800     38.6000     358.900
     22.6569     242.050     38.7000     358.950
     22.6669     242.300     38.8000     359.000
     22.6769     242.200     38.7333     358.900
     22.6869     242.100     38.6667     358.800
     22.6969     242.000     38.6000     358.700
     22.7069     241.850     38.6000     358.550
     22.7169     241.700     38.6000     358.400
     22.7269     241.933     38.7000     358.633
     22.7369     242.167     38.8000     358.867
     22.7469     242.400     38.9000     359.100
     22.7569     242.400     38.7333     359.033
     22.7669     242.400     38.5667     358.967
     22.7769     242.400     38.4000     358.900
     22.7869     242.050     38.6000     358.600
     22.7969     241.700     38.8000     358.300
     22.8069     241.667     38.7667     358.433
     22.8169     241.633     38.7333     358.567
     22.8269     241.600     38.7000     358.700
     22.8369     241.367     38.6667     358.600
     22.8469     241.133     38.6333     358.500
     22.8569     240.900     38.6000     358.400
     22.8669     240.500     38.6500     358.350
     22.8769     240.100     38.7000     358.300
     22.8869     240.000     38.6667     358.333
     22.8969     239.900     38.6333     358.367
     22.9069     239.800     38.6000     358.400
     22.9169     239.750     38.6500     358.350
     22.9269     239.700     38.7000     358.300
     22.9369     239.733     38.7000     358.300
     22.9469     239.767     38.7000     358.300
     22.9569     239.800     38.7000     358.300
     22.9669     239.867     38.7000     358.333
     22.9769     239.933     38.7000     358.367
     22.9869     240.000     38.7000     358.400
     22.9969     240.000     38.7500     358.250
     23.0069     240.000     38.8000     358.100
     23.0169     240.167     38.7667     358.167
     23.0269     240.333     38.7333     358.233
     23.0369     240.500     38.7000     358.300
     23.0469     240.750     38.8000     358.400
     23.0569     241.000     38.9000     358.500
     23.0669     240.833     38.8333     358.300
     23.0769     240.667     38.7667     358.100
     23.0869     240.500     38.7000     357.900
     23.0969     240.650     38.7000     358.100
     23.1069     240.800     38.7000     358.300
     23.1169     240.967     38.8000     358.367
     23.1269     241.133     38.9000     358.433
     23.1369     241.300     39.0000     358.500
     23.1469     241.333     38.9667     358.467
     23.1569     241.367     38.9333     358.433
     23.1669     241.400     38.9000     358.400
     23.1769     241.550     38.8000     358.400
     23.1869     241.700     38.7000     358.400
     23.1969     241.833     38.7333     358.400
     23.2069     241.967     38.7667     358.400
     23.2169     242.100     38.8000     358.400
     23.2269     242.300     38.8000     358.350
     23.2369     242.500     38.8000     358.300
     23.2469     242.600     38.7667     358.333
     23.2569     242.700     38.7333     358.367
     23.2669     242.800     38.7000     358.400
     23.2769     242.950     38.8000     358.500
     23.2869     243.100     38.9000     358.600
     23.2969     243.033     38.9000     358.600
