
   DEPT[M]  ROLL_(ATV)  TILT_(ATV)  AZIMUTH_(A
     45.9769     261.633     39.6667     355.333
     45.9869     262.100     39.6000     355.300
     45.9969     262.425     39.6500     355.350
     46.0069     262.750     39.7000     355.400
     46.0169     263.075     39.7500     355.450
     46.0269     263.400     39.8000     355.500
     46.0369     263.567     39.8333     355.467
     46.0469     263.733     39.8667     355.433
     46.0569     263.900     39.9000     355.400
     46.0669     264.067     39.7667     355.433
     46.0769     264.233     39.6333     355.467
     46.0869     264.400     39.5000     355.500
     46.0969     264.600     39.5667     355.433
     46.1069     264.800     39.6333     355.367
     46.1169     265.000     39.7000     355.300
     46.1269     265.250     39.7250     355.350
     46.1369     265.500     39.7500     355.400
     46.1469     265.750     39.7750     355.450
     46.1569     266.000     39.8000     355.500
     46.1669     266.100     39.7667     355.467
     46.1769     266.200     39.7333     355.433
     46.1869     266.300     39.7000     355.400
     46.1969     266.333     39.6667     355.367
     46.2069     266.367     39.6333     355.333
     46.2169     266.400     39.6000     355.300
     46.2269     266.567     39.6333     355.333
     46.2369     266.733     39.6667     355.367
     46.2469     266.900     39.7000     355.400
     46.2569     267.000     39.7000     355.400
     46.2669     267.100     39.7000     355.400
     46.2769     267.200     39.7000     355.400
     46.2869     267.150     39.6750     355.375
     46.2969     267.100     39.6500     355.350
     46.3069     267.050     39.6250     355.325
     46.3169     267.000     39.6000     355.300
     46.3269     266.967     39.6333     355.333
     46.3369     266.933     39.6667     355.367
     46.3469     266.900     39.7000     355.400
     46.3569     266.633     39.7000     355.333
     46.3669     266.367     39.7000     355.267
     46.3769     266.100     39.7000     355.200
     46.3869     265.900     39.7333     355.133
     46.3969     265.700     39.7667     355.067
     46.4069     265.500     39.8000     355.000
     46.4169     265.400     39.7667     355.033
     46.4269     265.300     39.7333     355.067
     46.4369     265.200     39.7000     355.100
     46.4469     265.050     39.7000     355.100
     46.4569     264.900     39.7000     355.100
     46.4669     264.750     39.7000     355.100
     46.4769     264.600     39.7000     355.100
     46.4869     264.433     39.7000     355.100
     46.4969     264.267     39.7000     355.100
     46.5069     264.100     39.7000     355.100
     46.5169     264.000     39.7000     355.100
     46.5269     263.900     39.7000     355.100
     46.5369     263.800     39.7000     355.100
     46.5469     263.700     39.6667     355.133
     46.5569     263.600     39.6333     355.167
     46.5669     263.500     39.6000     355.200
     46.5769     263.233     39.6333     355.167
     46.5869     262.967     39.6667     355.133
     46.5969     262.700     39.7000     355.100
     46.6069     262.333     39.7333     355.033
     46.6169     261.967     39.7667     354.967
     46.6269     261.600     39.8000     354.900
     46.6369    -99999.0    -99999.0    -99999.0
     46.6469     261.600     39.8000     354.900
     46.6569     261.000     39.9000     354.950
     46.6669     260.400     40.0000     355.000
     46.6769     260.200     40.0333     355.067
     46.6869     260.000     40.0667     355.133
     46.6969     259.800     40.1000     355.200
     46.7069     259.567     39.8333     355.067
     46.7169     259.333     39.5667     354.933
     46.7269     259.100     39.3000     354.800
     46.7369     258.833     39.5000     354.800
     46.7469     258.567     39.7000     354.800
     46.7569     258.300     39.9000     354.800
     46.7669     257.833     39.8667     354.767
     46.7769     257.367     39.8333     354.733
     46.7869     256.900     39.8000     354.700
     46.7969     256.550     39.8000     354.775
     46.8069     256.200     39.8000     354.850
     46.8169     255.850     39.8000     354.925
     46.8269     255.500     39.8000     355.000
     46.8369     255.067     39.8000     354.900
     46.8469     254.633     39.8000     354.800
     46.8569     254.200     39.8000     354.700
     46.8669     253.833     39.8000     354.700
     46.8769     253.467     39.8000     354.700
     46.8869     253.100     39.8000     354.700
     46.8969     252.733     39.8333     354.700
     46.9069     252.367     39.8667     354.700
     46.9169     252.000     39.9000     354.700
     46.9269     251.825     39.8750     354.675
     46.9369     251.650     39.8500     354.650
     46.9469     251.475     39.8250     354.625
     46.9569     251.300     39.8000     354.600
     46.9669     251.067     39.8667     354.567
     46.9769     250.833     39.9333     354.533
     46.9869     250.600     40.0000     354.500
     46.9969     250.600     39.9000     354.500
     47.0069     250.600     39.8000     354.500
     47.0169     250.600     39.7000     354.500
     47.0269     250.733     39.7667     354.567
     47.0369     250.867     39.8333     354.633
     47.0469     251.000     39.9000     354.700
     47.0569     250.950     39.9000     354.650
     47.0669     250.900     39.9000     354.600
     47.0769     250.850     39.9000     354.550
     47.0869     250.800     39.9000     354.500
     47.0969     250.700     39.9000     354.500
     47.1069     250.600     39.9000     354.500
     47.1169     250.500     39.9000     354.500
     47.1269     250.300     39.8667     354.500
     47.1369     250.100     39.8333     354.500
     47.1469     249.900     39.8000     354.500
     47.1569     249.633     39.8333     354.533
     47.1669     249.367     39.8667     354.567
     47.1769     249.100     39.9000     354.600
     47.1869     248.767     39.8667     354.533
     47.1969     248.433     39.8333     354.467
     47.2069     248.100     39.8000     354.400
     47.2169     247.900     39.8250     354.425
     47.2269     247.700     39.8500     354.450
     47.2369     247.500     39.8750     354.475
     47.2469     247.300     39.9000     354.500
     47.2569     247.167     39.8667     354.500
     47.2669     247.033     39.8333     354.500
     47.2769     246.900     39.8000     354.500
     47.2869     246.833     39.8333     354.433
     47.2969     246.767     39.8667     354.367
     47.3069     246.700     39.9000     354.300
     47.3169     246.733     39.8667     354.400
     47.3269     246.767     39.8333     354.500
     47.3369     246.800     39.8000     354.600
     47.3469     246.600     39.7667     354.600
     47.3569     246.400     39.7333     354.600
     47.3669     246.200     39.7000     354.600
     47.3769     245.900     39.7500     354.550
     47.3869     245.600     39.8000     354.500
     47.3969     245.300     39.8500     354.450
     47.4069     245.000     39.9000     354.400
     47.4169     244.700     39.8333     354.400
     47.4269     244.400     39.7667     354.400
     47.4369     244.100     39.7000     354.400
     47.4469     243.800     39.7333     354.400
     47.4569     243.500     39.7667     354.400
     47.4669     243.200     39.8000     354.400
     47.4769     242.967     39.7667     354.433
     47.4869     242.733     39.7333     354.467
     47.4969     242.500     39.7000     354.500
     47.5069     242.300     39.7000     354.500
     47.5169     242.100     39.7000     354.500
     47.5269     241.900     39.7000     354.500
     47.5369     241.700     39.7000     354.533
     47.5469     241.500     39.7000     354.567
     47.5569     241.300     39.7000     354.600
     47.5669     241.125     39.7000     354.575
     47.5769     240.950     39.7000     354.550
     47.5869     240.775     39.7000     354.525
     47.5969     240.600     39.7000     354.500
     47.6069     240.167     39.7000     354.367
     47.6169     239.733     39.7000     354.233
     47.6269     239.300     39.7000     354.100
     47.6369     239.167     39.6333     354.200
     47.6469     239.033     39.5667     354.300
     47.6569     238.900     39.5000     354.400
     47.6669     238.967     39.5333     354.500
     47.6769     239.033     39.5667     354.600
     47.6869     239.100     39.6000     354.700
     47.6969     239.100     39.6000     354.650
     47.7069     239.100     39.6000     354.600
     47.7169     239.100     39.6000     354.550
     47.7269     239.100     39.6000     354.500
     47.7369     239.033     39.6000     354.500
     47.7469     238.967     39.6000     354.500
     47.7569     238.900     39.6000     354.500
     47.7669     238.800     39.5667     354.467
     47.7769     238.700     39.5333     354.433
     47.7869     238.600     39.5000     354.400
     47.7969     238.433     39.4667     354.367
     47.8069     238.267     39.4333     354.333
     47.8169     238.100     39.4000     354.300
     47.8269     238.125     39.4500     354.350
     47.8369     238.150     39.5000     354.400
     47.8469     238.175     39.5500     354.450
     47.8569     238.200     39.6000     354.500
     47.8669     238.033     39.6333     354.367
     47.8769     237.867     39.6667     354.233
     47.8869     237.700     39.7000     354.100
     47.8969     237.533     39.6333     354.100
     47.9069     237.367     39.5667     354.100
     47.9169     237.200     39.5000     354.100
     47.9269     237.333     39.6000     354.167
     47.9369     237.467     39.7000     354.233
     47.9469     237.600     39.8000     354.300
     47.9569     237.967     39.8333     354.200
     47.9669     238.333     39.8667     354.100
     47.9769     238.700     39.9000     354.000
     47.9869     238.975     39.8750     353.950
     47.9969     239.250     39.8500     353.900
     48.0069     239.525     39.8250     353.850
     48.0169     239.800     39.8000     353.800
     48.0269     240.233     39.8333     353.867
     48.0369     240.667     39.8667     353.933
     48.0469     241.100     39.9000     354.000
     48.0569     241.600     39.9000     354.000
     48.0669     242.100     39.9000     354.000
     48.0769     242.600     39.9000     354.000
     48.0869     243.033     39.9333     354.000
     48.0969     243.467     39.9667     354.000
     48.1069     243.900     40.0000     354.000
     48.1169     244.367     40.0000     354.033
     48.1269     244.833     40.0000     354.067
     48.1369     245.300     40.0000     354.100
     48.1469     245.625     39.9750     354.050
     48.1569     245.950     39.9500     354.000
     48.1669     246.275     39.9250     353.950
     48.1769     246.600     39.9000     353.900
     48.1869     247.133     39.9333     353.967
     48.1969     247.667     39.9667     354.033
     48.2069     248.200     40.0000     354.100
     48.2169     248.500     39.9667     354.033
     48.2269     248.800     39.9333     353.967
     48.2369     249.100     39.9000     353.900
     48.2469     249.133     40.0000     353.967
     48.2569     249.167     40.1000     354.033
     48.2669     249.200     40.2000     354.100
     48.2769     249.233     40.0667     354.067
     48.2869     249.267     39.9333     354.033
     48.2969     249.300     39.8000     354.000
     48.3069     249.375     39.8000     354.025
     48.3169     249.450     39.8000     354.050
     48.3269     249.525     39.8000     354.075
     48.3369     249.600     39.8000     354.100
     48.3469     249.700     39.9000     354.100
     48.3569     249.800     40.0000     354.100
     48.3669     249.900     40.1000     354.100
     48.3769     250.300     39.9667     354.033
     48.3869     250.700     39.8333     353.967
     48.3969     251.100     39.7000     353.900
     48.4069     251.600     39.8000     353.933
     48.4169     252.100     39.9000     353.967
     48.4269     252.600     40.0000     354.000
     48.4369     252.967     40.0000     353.967
     48.4469     253.333     40.0000     353.933
     48.4569     253.700     40.0000     353.900
     48.4669     253.975     39.9750     353.850
     48.4769     254.250     39.9500     353.800
     48.4869     254.525     39.9250     353.750
     48.4969     254.800     39.9000     353.700
     48.5069     255.300     39.9667     353.833
     48.5169     255.800     40.0333     353.967
     48.5269     256.300     40.1000     354.100
     48.5369     256.733     40.0667     354.067
     48.5469     257.167     40.0333     354.033
     48.5569     257.600     40.0000     354.000
     48.5669     258.000     40.0250     353.950
     48.5769     258.400     40.0500     353.900
     48.5869     258.800     40.0750     353.850
     48.5969     259.200     40.1000     353.800
     48.6069     259.700     40.1000     353.867
     48.6169     260.200     40.1000     353.933
     48.6269     260.700     40.1000     354.000
     48.6369     260.867     40.1000     353.967
     48.6469     261.033     40.1000     353.933
     48.6569     261.200     40.1000     353.900
     48.6669     261.267     40.1333     353.767
     48.6769     261.333     40.1667     353.633
     48.6869     261.400     40.2000     353.500
     48.6969     261.500     40.2000     353.667
     48.7069     261.600     40.2000     353.833
     48.7169     261.700     40.2000     354.000
     48.7269     261.500     40.2000     353.900
     48.7369     261.300     40.2000     353.800
     48.7469     261.100     40.2000     353.700
     48.7569     260.900     40.2000     353.600
     48.7669     260.433     40.2333     353.500
     48.7769     259.967     40.2667     353.400
     48.7869     259.500     40.3000     353.300
     48.7969     258.933     40.3000     353.400
     48.8069     258.367     40.3000     353.500
     48.8169     257.800     40.3000     353.600
     48.8269     257.367     40.3000     353.633
     48.8369     256.933     40.3000     353.667
     48.8469     256.500     40.3000     353.700
     48.8569     255.833     40.3667     353.600
     48.8669     255.167     40.4333     353.500
     48.8769     254.500     40.5000     353.400
     48.8869     253.767     40.4000     353.400
     48.8969     253.033     40.3000     353.400
     48.9069     252.300     40.2000     353.400
     48.9169     251.900     40.1667     353.433
     48.9269     251.500     40.1333     353.467
     48.9369     251.100     40.1000     353.500
     48.9469     250.833     40.0667     353.667
     48.9569     250.567     40.0333     353.833
     48.9669     250.300     40.0000     354.000
     48.9769     249.950     39.9750     353.850
     48.9869     249.600     39.9500     353.700
     48.9969     249.250     39.9250     353.550
     49.0069     248.900     39.9000     353.400
     49.0169    -99999.0    -99999.0    -99999.0
     49.0269     248.900     39.9000     353.400
     49.0369    -99999.0    -99999.0    -99999.0
     49.0469     248.700     40.3000     353.800
     49.0569     248.600     40.3000     354.050
     49.0669     248.500     40.3000     354.300
     49.0769     248.275     40.0750     354.050
     49.0869     248.050     39.8500     353.800
     49.0969     247.825     39.6250     353.550
     49.1069     247.600     39.4000     353.300
     49.1169     247.633     39.5667     353.400
     49.1269     247.667     39.7333     353.500
     49.1369     247.700     39.9000     353.600
     49.1469     247.633     40.0000     353.833
     49.1569     247.567     40.1000     354.067
     49.1669     247.500     40.2000     354.300
     49.1769     247.200     40.0333     354.033
     49.1869     246.900     39.8667     353.767
     49.1969     246.600     39.7000     353.500
     49.2069     246.600     39.8667     353.567
     49.2169     246.600     40.0333     353.633
     49.2269     246.600     40.2000     353.700
     49.2369     246.725     40.1500     353.700
     49.2469     246.850     40.1000     353.700
     49.2569     246.975     40.0500     353.700
     49.2669     247.100     40.0000     353.700
     49.2769     247.167     39.9667     353.633
     49.2869     247.233     39.9333     353.567
     49.2969     247.300     39.9000     353.500
     49.3069     247.200     39.9667     353.533
     49.3169     247.100     40.0333     353.567
     49.3269     247.000     40.1000     353.600
     49.3369     246.667     40.1000     353.600
     49.3469     246.333     40.1000     353.600
     49.3569     246.000     40.1000     353.600
     49.3669     245.825     40.0750     353.600
     49.3769     245.650     40.0500     353.600
     49.3869     245.475     40.0250     353.600
     49.3969     245.300     40.0000     353.600
     49.4069     245.000     39.9667     353.633
     49.4169     244.700     39.9333     353.667
     49.4269     244.400     39.9000     353.700
     49.4369     244.100     39.9667     353.600
     49.4469     243.800     40.0333     353.500
     49.4569     243.500     40.1000     353.400
     49.4669     243.533     40.1333     353.400
     49.4769     243.567     40.1667     353.400
     49.4869     243.600     40.2000     353.400
     49.4969     243.725     40.1500     353.500
     49.5069     243.850     40.1000     353.600
     49.5169     243.975     40.0500     353.700
     49.5269     244.100     40.0000     353.800
     49.5369     243.767     40.1000     353.733
     49.5469     243.433     40.2000     353.667
     49.5569     243.100     40.3000     353.600
     49.5669     242.533     40.1333     353.433
     49.5769     241.967     39.9667     353.267
     49.5869     241.400     39.8000     353.100
     49.5969     241.233     39.8667     353.367
     49.6069     241.067     39.9333     353.633
     49.6169     240.900     40.0000     353.900
     49.6269     240.667     40.0000     353.767
     49.6369     240.433     40.0000     353.633
     49.6469     240.200     40.0000     353.500
     49.6569     239.567     39.9333     353.333
     49.6669     238.933     39.8667     353.167
     49.6769     238.300     39.8000     353.000
     49.6869     238.100     39.8500     353.050
     49.6969     237.900     39.9000     353.100
     49.7069     237.700     39.9500     353.150
     49.7169     237.500     40.0000     353.200
     49.7269     237.467     39.9333     353.233
     49.7369     237.433     39.8667     353.267
     49.7469     237.400     39.8000     353.300
     49.7569     237.733     39.7667     353.500
     49.7669     238.067     39.7333     353.700
     49.7769     238.400     39.7000     353.900
     49.7869     238.667     39.8000     353.900
     49.7969     238.933     39.9000     353.900
     49.8069     239.200     40.0000     353.900
     49.8169     239.233     39.9667     353.800
     49.8269     239.267     39.9333     353.700
     49.8369     239.300     39.9000     353.600
     49.8469     239.625     39.8750     353.675
     49.8569     239.950     39.8500     353.750
     49.8669     240.275     39.8250     353.825
     49.8769     240.600     39.8000     353.900
     49.8869     241.200     39.7667     353.967
     49.8969     241.800     39.7333     354.033
     49.9069     242.400     39.7000     354.100
     49.9169     242.700     39.8000     354.100
     49.9269     243.000     39.9000     354.100
     49.9369     243.300     40.0000     354.100
     49.9469     243.367     39.9333     354.100
     49.9569     243.433     39.8667     354.100
     49.9669     243.500     39.8000     354.100
     49.9769     243.433     39.7667     354.067
     49.9869     243.367     39.7333     354.033
     49.9969     243.300     39.7000     354.000
     50.0069    -99999.0    -99999.0    -99999.0
     50.0169     243.300     39.7000     354.000
     50.0269     243.250     39.9500     354.050
     50.0369     243.200     40.2000     354.100
     50.0469     243.233     40.1000     354.067
     50.0569     243.267     40.0000     354.033
     50.0669     243.300     39.9000     354.000
     50.0769     243.433     39.8000     353.967
     50.0869     243.567     39.7000     353.933
     50.0969     243.700     39.6000     353.900
     50.1069     243.867     39.7000     353.967
     50.1169     244.033     39.8000     354.033
     50.1269     244.200     39.9000     354.100
     50.1369     244.250     39.8750     354.075
     50.1469     244.300     39.8500     354.050
     50.1569     244.350     39.8250     354.025
     50.1669     244.400     39.8000     354.000
     50.1769     244.400     39.7667     353.933
     50.1869     244.400     39.7333     353.867
     50.1969     244.400     39.7000     353.800
     50.2069     244.367     39.7000     353.767
     50.2169     244.333     39.7000     353.733
     50.2269     244.300     39.7000     353.700
     50.2369     244.533     39.7667     353.767
     50.2469     244.767     39.8333     353.833
     50.2569     245.000     39.9000     353.900
     50.2669     245.300     39.8500     353.925
     50.2769     245.600     39.8000     353.950
     50.2869     245.900     39.7500     353.975
     50.2969     246.200     39.7000     354.000
     50.3069     246.267     39.7333     354.067
     50.3169     246.333     39.7667     354.133
     50.3269     246.400     39.8000     354.200
     50.3369     246.433     39.7667     354.133
     50.3469     246.467     39.7333     354.067
     50.3569     246.500     39.7000     354.000
     50.3669     246.600     39.7333     353.933
     50.3769     246.700     39.7667     353.867
     50.3869     246.800     39.8000     353.800
     50.3969     246.933     39.8000     353.833
     50.4069     247.067     39.8000     353.867
     50.4169     247.200     39.8000     353.900
     50.4269     247.475     39.8000     353.950
     50.4369     247.750     39.8000     354.000
     50.4469     248.025     39.8000     354.050
     50.4569     248.300     39.8000     354.100
     50.4669     248.567     39.8000     354.067
     50.4769     248.833     39.8000     354.033
     50.4869     249.100     39.8000     354.000
     50.4969     249.233     39.8000     354.033
     50.5069     249.367     39.8000     354.067
     50.5169     249.500     39.8000     354.100
     50.5269     249.500     39.8000     354.033
     50.5369     249.500     39.8000     353.967
     50.5469     249.500     39.8000     353.900
     50.5569     249.433     39.8000     353.867
     50.5669     249.367     39.8000     353.833
     50.5769     249.300     39.8000     353.800
     50.5869     249.333     39.8333     353.867
     50.5969     249.367     39.8667     353.933
     50.6069     249.400     39.9000     354.000
     50.6169     249.500     39.8750     354.100
     50.6269     249.600     39.8500     354.200
     50.6369     249.700     39.8250     354.300
     50.6469     249.800     39.8000     354.400
     50.6569     249.867     39.8000     354.300
     50.6669     249.933     39.8000     354.200
     50.6769     250.000     39.8000     354.100
     50.6869     250.467     39.7000     354.000
     50.6969     250.933     39.6000     353.900
     50.7069     251.400     39.5000     353.800
     50.7169     252.067     39.6333     353.900
     50.7269     252.733     39.7667     354.000
     50.7369     253.400     39.9000     354.100
     50.7469     253.500     39.9000     354.200
     50.7569     253.600     39.9000     354.300
     50.7669     253.700     39.9000     354.400
     50.7769     253.950     39.8250     354.400
     50.7869     254.200     39.7500     354.400
     50.7969     254.450     39.6750     354.400
     50.8069     254.700     39.6000     354.400
     50.8169     254.933     39.6667     354.367
     50.8269     255.167     39.7333     354.333
     50.8369     255.400     39.8000     354.300
     50.8469     255.300     39.7667     354.233
     50.8569     255.200     39.7333     354.167
     50.8669     255.100     39.7000     354.100
     50.8769     255.200     39.7250     354.175
     50.8869     255.300     39.7500     354.250
     50.8969     255.400     39.7750     354.325
     50.9069     255.500     39.8000     354.400
     50.9169     255.767     39.8000     354.333
     50.9269     256.033     39.8000     354.267
     50.9369     256.300     39.8000     354.200
     50.9469     256.500     39.7667     354.100
     50.9569     256.700     39.7333     354.000
     50.9669     256.900     39.7000     353.900
     50.9769     257.100     39.7333     353.933
     50.9869     257.300     39.7667     353.967
     50.9969     257.500     39.8000     354.000
     51.0069     257.500     39.7750     354.025
     51.0169     257.500     39.7500     354.050
     51.0269     257.500     39.7250     354.075
     51.0369     257.500     39.7000     354.100
     51.0469     257.100     39.7000     354.067
     51.0569     256.700     39.7000     354.033
     51.0669     256.300     39.7000     354.000
     51.0769     255.900     39.6667     354.000
     51.0869     255.500     39.6333     354.000
     51.0969     255.100     39.6000     354.000
     51.1069     254.800     39.6333     353.967
     51.1169     254.500     39.6667     353.933
     51.1269     254.200     39.7000     353.900
     51.1369     253.900     39.7667     353.900
     51.1469     253.600     39.8333     353.900
     51.1569     253.300     39.9000     353.900
     51.1669     253.175     39.8750     353.950
     51.1769     253.050     39.8500     354.000
     51.1869     252.925     39.8250     354.050
     51.1969     252.800     39.8000     354.100
     51.2069     253.033     39.8000     354.133
     51.2169     253.267     39.8000     354.167
     51.2269     253.500     39.8000     354.200
     51.2369     253.667     39.8000     354.133
     51.2469     253.833     39.8000     354.067
     51.2569     254.000     39.8000     354.000
     51.2669     253.733     39.7667     354.000
     51.2769     253.467     39.7333     354.000
     51.2869     253.200     39.7000     354.000
     51.2969     253.167     39.7000     354.033
     51.3069     253.133     39.7000     354.067
     51.3169     253.100     39.7000     354.100
     51.3269     253.200     39.7333     354.233
     51.3369     253.300     39.7667     354.367
     51.3469     253.400     39.8000     354.500
     51.3569     253.150     39.7500     354.425
     51.3669     252.900     39.7000     354.350
     51.3769     252.650     39.6500     354.275
     51.3869     252.400     39.6000     354.200
     51.3969     252.467     39.6000     354.233
     51.4069     252.533     39.6000     354.267
     51.4169     252.600     39.6000     354.300
     51.4269    -99999.0    -99999.0    -99999.0
     51.4369    -99999.0    -99999.0    -99999.0
     51.4469     254.700     39.6000     354.600
     51.4569     254.967     39.6667     354.633
     51.4669     255.233     39.7333     354.667
     51.4769     255.500     39.8000     354.700
     51.4869     255.733     39.6333     354.633
     51.4969     255.967     39.4667     354.567
     51.5069     256.200     39.3000     354.500
     51.5169     256.525     39.3000     354.575
     51.5269     256.850     39.3000     354.650
     51.5369     257.175     39.3000     354.725
     51.5469     257.500     39.3000     354.800
     51.5569     257.900     39.4000     354.800
     51.5669     258.300     39.5000     354.800
     51.5769     258.700     39.6000     354.800
     51.5869     258.867     39.5333     354.667
     51.5969     259.033     39.4667     354.533
     51.6069     259.200     39.4000     354.400
     51.6169     258.933     39.4000     354.467
     51.6269     258.667     39.4000     354.533
     51.6369     258.400     39.4000     354.600
     51.6469     258.100     39.4000     354.550
     51.6569     257.800     39.4000     354.500
     51.6669     257.500     39.4000     354.450
     51.6769     257.200     39.4000     354.400
     51.6869     256.767     39.4000     354.367
     51.6969     256.333     39.4000     354.333
     51.7069     255.900     39.4000     354.300
     51.7169     255.933     39.5000     354.467
     51.7269     255.967     39.6000     354.633
     51.7369     256.000     39.7000     354.800
     51.7469     255.967     39.5667     354.633
     51.7569     255.933     39.4333     354.467
     51.7669     255.900     39.3000     354.300
     51.7769     255.350     39.3500     354.425
     51.7869     254.800     39.4000     354.550
     51.7969     254.250     39.4500     354.675
     51.8069     253.700     39.5000     354.800
     51.8169     253.200     39.5333     354.733
     51.8269     252.700     39.5667     354.667
     51.8369     252.200     39.6000     354.600
     51.8469     252.100     39.5333     354.467
     51.8569     252.000     39.4667     354.333
     51.8669     251.900     39.4000     354.200
     51.8769     251.833     39.4667     354.333
     51.8869     251.767     39.5333     354.467
     51.8969     251.700     39.6000     354.600
     51.9069     251.500     39.6333     354.467
     51.9169     251.300     39.6667     354.333
     51.9269     251.100     39.7000     354.200
     51.9369     251.150     39.6500     354.200
     51.9469     251.200     39.6000     354.200
     51.9569     251.250     39.5500     354.200
     51.9669     251.300     39.5000     354.200
     51.9769     251.567     39.5667     354.300
     51.9869     251.833     39.6333     354.400
     51.9969     252.100     39.7000     354.500
     52.0069     252.067     39.7000     354.367
     52.0169     252.033     39.7000     354.233
     52.0269     252.000     39.7000     354.100
     52.0369     251.833     39.6333     354.100
     52.0469     251.667     39.5667     354.100
     52.0569     251.500     39.5000     354.100
     52.0669     251.533     39.5333     354.167
     52.0769     251.567     39.5667     354.233
     52.0869     251.600     39.6000     354.300
     52.0969     251.600     39.5750     354.250
     52.1069     251.600     39.5500     354.200
     52.1169     251.600     39.5250     354.150
     52.1269     251.600     39.5000     354.100
     52.1369     251.500     39.5333     354.067
     52.1469     251.400     39.5667     354.033
     52.1569     251.300     39.6000     354.000
     52.1669     251.567     39.5667     354.067
     52.1769     251.833     39.5333     354.133
     52.1869     252.100     39.5000     354.200
     52.1969     252.267     39.5333     354.233
     52.2069     252.433     39.5667     354.267
     52.2169     252.600     39.6000     354.300
     52.2269     252.500     39.6000     354.175
     52.2369     252.400     39.6000     354.050
     52.2469     252.300     39.6000     353.925
     52.2569     252.200     39.6000     353.800
     52.2669     252.033     39.6333     353.700
     52.2769     251.867     39.6667     353.600
     52.2869     251.700     39.7000     353.500
     52.2969     251.933     39.7000     353.600
     52.3069     252.167     39.7000     353.700
     52.3169     252.400     39.7000     353.800
     52.3269     252.700     39.6333     353.733
     52.3369     253.000     39.5667     353.667
     52.3469     253.300     39.5000     353.600
     52.3569     253.600     39.6000     353.667
     52.3669     253.900     39.7000     353.733
     52.3769     254.200     39.8000     353.800
     52.3869     254.567     39.7000     353.800
     52.3969     254.933     39.6000     353.800
     52.4069     255.300     39.5000     353.800
     52.4169     255.300     39.6750     353.750
     52.4269     255.300     39.8500     353.700
     52.4369     255.300     40.0250     353.650
     52.4469     255.300     40.2000     353.600
     52.4569     255.533     40.0333     353.533
     52.4669     255.767     39.8667     353.467
     52.4769     256.000     39.7000     353.400
     52.4869     256.600     39.6333     353.500
     52.4969     257.200     39.5667     353.600
     52.5069     257.800     39.5000     353.700
     52.5169     258.167     39.7667     353.767
     52.5269     258.533     40.0333     353.833
     52.5369     258.900     40.3000     353.900
     52.5469     258.700     40.1750     353.800
     52.5569     258.500     40.0500     353.700
     52.5669     258.300     39.9250     353.600
     52.5769     258.100     39.8000     353.500
     52.5869     257.800     39.8333     353.500
     52.5969     257.500     39.8667     353.500
     52.6069     257.200     39.9000     353.500
     52.6169     257.100     39.9667     353.533
     52.6269     257.000     40.0333     353.567
     52.6369     256.900     40.1000     353.600
     52.6469     256.733     40.0000     353.533
     52.6569     256.567     39.9000     353.467
     52.6669     256.400     39.8000     353.400
     52.6769     256.525     39.8000     353.400
     52.6869     256.650     39.8000     353.400
     52.6969     256.775     39.8000     353.400
     52.7069     256.900     39.8000     353.400
     52.7169     257.167     39.8333     353.467
     52.7269     257.433     39.8667     353.533
     52.7369     257.700     39.9000     353.600
     52.7469     257.733     39.8667     353.600
     52.7569     257.767     39.8333     353.600
     52.7669     257.800     39.8000     353.600
     52.7769     257.833     39.8333     353.567
     52.7869     257.867     39.8667     353.533
     52.7969     257.900     39.9000     353.500
     52.8069     258.067     40.0000     353.633
     52.8169     258.233     40.1000     353.767
     52.8269     258.400     40.2000     353.900
     52.8369     258.400     40.1250     354.025
     52.8469     258.400     40.0500     354.150
     52.8569     258.400     39.9750     354.275
     52.8669     258.400     39.9000     354.400
     52.8769     258.167     39.8000     354.233
     52.8869     257.933     39.7000     354.067
     52.8969     257.700     39.6000     353.900
     52.9069     257.867     39.6000     353.967
     52.9169     258.033     39.6000     354.033
     52.9269     258.200     39.6000     354.100
     52.9369     258.467     39.6667     354.233
     52.9469     258.733     39.7333     354.367
     52.9569     259.000     39.8000     354.500
     52.9669     258.800     39.7000     354.400
     52.9769     258.600     39.6000     354.300
     52.9869     258.400     39.5000     354.200
     52.9969     258.367     39.5333     354.333
     53.0069     258.333     39.5667     354.467
     53.0169     258.300     39.6000     354.600
     53.0269     258.325     39.6250     354.525
     53.0369     258.350     39.6500     354.450
     53.0469     258.375     39.6750     354.375
     53.0569     258.400     39.7000     354.300
     53.0669     258.033     39.7000     354.267
     53.0769     257.667     39.7000     354.233
     53.0869     257.300     39.7000     354.200
     53.0969     256.967     39.7000     354.233
     53.1069     256.633     39.7000     354.267
     53.1169     256.300     39.7000     354.300
     53.1269     256.233     39.6333     354.233
     53.1369     256.167     39.5667     354.167
     53.1469     256.100     39.5000     354.100
     53.1569     255.633     39.6333     354.100
     53.1669     255.167     39.7667     354.100
     53.1769     254.700     39.9000     354.100
     53.1869     254.225     39.8500     354.025
     53.1969     253.750     39.8000     353.950
     53.2069     253.275     39.7500     353.875
     53.2169     252.800     39.7000     353.800
     53.2269     252.467     39.7333     353.900
     53.2369     252.133     39.7667     354.000
     53.2469     251.800     39.8000     354.100
     53.2569     251.300     39.7667     354.000
     53.2669     250.800     39.7333     353.900
     53.2769     250.300     39.7000     353.800
     53.2869     250.000     39.7667     353.833
     53.2969     249.700     39.8333     353.867
